RLOI_ID|Value|Units|lng|lat|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
3131|3.603|mALD|-4.533615|50.804841|8 properties flooded at Helebridge and Rodds Bridge.|Property at Helebridge|Flooding to properties in Helebridge and Rodds Bridge|Property Impact|1999|December|Flood Resiliance
3131|3.914|mALD|-4.533615|50.804841|Observed.  Properties flooded at Helebridge, rescue by helicopter.|Property at Helebridge|Flooding to properties in Helebridge (leading to rescue by helicopter)|Property Impact|2004|August|Flood Resiliance
3128|2.51|mALD|-3.961841|51.110182|Property flooded at Chelfham Mill School and Loxhole Cott.|Property at Chelfham|Flooding to property at Chelfham|Property Impact|2012|December|Flood Resiliance
3128|2.8|mALD|-3.961841|51.110182|Over 90 properties likely to be affected especially if f the flood peak is coincident with the high tide.|Property at Chelfham|Flooding to properties|Property Impact|||Flood Resiliance
3126|4.98|mALD|-4.152898|50.947848|Taddiport: Buckingham House flooded to 5' depth, Weare Giffard: properties flooded|Property at Taddiport|Flooding to property at Taddiport|Property Impact|2012|November|Flood Resiliance
3126|4.98|mALD|-4.171203|50.976233|Taddiport: Buckingham House flooded to 5' depth, Weare Giffard: properties flooded|Property at Weare Giffard|Flooding to properties in Weare Giffard|Property Impact|2012|November|Flood Resiliance
3126|5.713|mALD|-4.152898|50.947848|Taddiport: x3 properties flooded, Weare Giffard: 2 properties flooded|Property at Taddiport|Flooding to properties in Taddiport and Weare Giffard|Property Impact|2000|October|Flood Resiliance
3126|5.76|mALD|-4.152898|50.947848|Taddiport: Buckingham House flooded to 7' depth, Weare Giffard: 23 properties flooded|Property at Taddiport|Flooding to property at Taddiport|Property Impact|1979|December|Flood Resiliance
3125|2.98|mALD|-4.171203|50.976233|Weare Giffard: properties affected by flooding|Property at Weare Giffard|Flooding to properties at Weare Giffard|Property Impact|2000|February|Flood Resiliance
3125|3.19|mALD|-4.171203|50.976233|Weare Giffard: properties potected by IPP|Property at Weare Giffard|Properties in Weare Gifford commence Individual Property Protection|Property Impact|2013|October|Flood Resiliance
3125|3.96|mALD|-4.152898|50.947848|Taddiport: Buckingham House flooded to 5' depth, Weare Giffard: properties flooded|Property at Taddiport|Flooding to property at Taddiport|Property Impact|2012|November|Flood Resiliance
3121|2.34|mALD|-4.073107|50.81909|Past event: flooding at Riverside Kennels, Hatherleigh.|Property at Hatherleigh|Flooding to property at Hatherleigh|Property Impact|2016|February|Flood Resiliance
3121|2.964|mALD|-4.073107|50.81909|Past event: flooding at various locations in Hatherleigh.|Flooding at Hatherleigh|Flooding at multiple locations in Hatherleigh|Location Impact|1999|December|Flood Resiliance
3358|0.841|mALD|-3.840016|51.217115|Past event: minor flooding of low lying land.|Flooding to low lying land|Flooding of low lying land|Location Impact|2012|December|Flood Resiliance
3358|0.934|mALD|-3.840016|51.217115|Past event: minor flooding of low lying land.|Flooding to low lying land|Flooding of low lying land|Location Impact|2000|October|Flood Resiliance
3113|3.56|mALD|-3.905178|50.904871|Past event: property flooding recorded at Bridge Reeve.|Property flooding Bridge Reeve|Flooding to property at Bridge Reeve|Property Impact|2004|December|Flood Resiliance
3113|3.82|mALD|-3.984991|50.996916|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Property flooding Umberleigh|Flooding to properties at Umberleigh|Property Impact|2012|December|Flood Resiliance
3113|3.82|mALD|-4.048429|51.053568|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Property flooding Bishops Tawton|Flooding to properties at Bishops Tawton|Property Impact|2012|December|Flood Resiliance
3112|2.025|mALD|-3.873501|51.149847|Past event: property flooding recorded at Challacombe, Brayford, and Clapworthy.|Property flooding Challacombe|Flooding to properties at Challacombe|Property Impact|2000|October|Flood Resiliance
3112|2.025|mALD|-3.87666|51.095309|Past event: property flooding recorded at Challacombe, Brayford, and Clapworthy.|Property flooding Brayford|Flooding to properties at Brayford|Property Impact|2000|October|Flood Resiliance
3112|2.025|mALD|-3.883978|51.001196|Past event: property flooding recorded at Challacombe, Brayford, and Clapworthy.|Property flooding Clapworthy|Flooding to properties at Clapworthy|Property Impact|2000|October|Flood Resiliance
3112|2.364|mALD|-3.873501|51.149847|Past event: property flooding recorded at Challacombe, Brayford, Newtown Bridge, and Clapworthy.|Property flooding Challacombe|Flooding to properties at Challacombe|Property Impact|2012|December|Flood Resiliance
3112|2.364|mALD|-3.87666|51.095309|Past event: property flooding recorded at Challacombe, Brayford, Newtown Bridge, and Clapworthy.|Property flooding Brayford|Flooding to properties at Brayford|Property Impact|2012|December|Flood Resiliance
3112|2.364|mALD|-3.883978|51.001196|Past event: property flooding recorded at Challacombe, Brayford, Newtown Bridge, and Clapworthy.|Property flooding Clapworthy|Flooding to properties at Clapworthy|Property Impact|2012|December|Flood Resiliance
3110|1.716|mALD|-3.804692|51.051904|Past event: flooding recorded in: North Molton (not Fish Farm), South Molton and Alswear.|Flooding at North Molton|Flooding at North Molton|Location Impact|2016|November|Flood Resiliance
3110|1.716|mALD|-3.829515|51.017086|Past event: flooding recorded in: North Molton (not Fish Farm), South Molton and Alswear.|Flooding at South Molton|Flooding at South Molton|Location Impact|2016|November|Flood Resiliance
3110|1.716|mALD|-3.818994|50.984353|Past event: flooding recorded in: North Molton (not Fish Farm), South Molton and Alswear.|Flooding at Alswear|Flooding at Alswear|Location Impact|2016|November|Flood Resiliance
3110|1.98|mALD|-3.823972|51.016828|Past event:15 people rescued from Mill on the Mole Residential Park. Flooding at various locations.|Property flooding Mill on the Mole|Flooding at multiple locations  |Location Impact|2012|December|Flood Resiliance
3110|1.98|mALD|-3.823972|51.016828|Past event:15 people rescued from Mill on the Mole Residential Park. Flooding at various locations.|Property flooding Mill on the Mole|Flooding to property at Mill on the Mole|Property Impact|2012|December|Flood Resiliance
3106|4.57|mALD|-3.984991|50.996916|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Property flooding Umberleigh|Flooding to properties at Umberleigh|Property Impact|2012|December|Flood Resiliance
3106|4.57|mALD|-4.048429|51.053568|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Property flooding Bishops Tawton|Flooding to properties at Bishops Tawton|Property Impact|2012|December|Flood Resiliance
3106|4.57|mALD|-3.982754|50.996732|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Flooding of rail line|Overtopping of railway line|Rail Impact|2012|December|Flood Resiliance
3106|5|mALD|-3.984991|50.996916|Past event: property flooding in Umberleigh (15x) and Bishops Tawton (10x). Railway flooded.|Property flooding Umberleigh|Flooding to properties at Umberleigh|Property Impact|2000|October|Flood Resiliance
3106|5|mALD|-4.048429|51.053568|Past event: property flooding in Umberleigh (15x) and Bishops Tawton (10x). Railway flooded.|Property flooding Bishops Tawton|Flooding to properties at Bishops Tawton|Property Impact|2000|October|Flood Resiliance
3106|5|mALD|-3.982754|50.996732|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Flooding of rail line|Overtopping of railway line|Rail Impact|2000|October|Flood Resiliance
3103|3.87|mALD|-4.152898|50.947848|Taddiport: Buckingham House flooded to 5' depth, Weare Giffard: properties flooded|Property at Taddiport|Flooding to property at Taddiport|Property Impact|2012|November|Flood Resiliance
3103|3.87|mALD|-4.171203|50.976233|Weare Giffard: properties potected by IPP|Property at Taddiport|Flooding to properties at Weare Giffard|Property Impact|2012|November|Flood Resiliance
3103|4.37|mALD|-4.152898|50.947848|Taddiport: x3 properties flooded, Weare Giffard: 2 properties flooded|Property at Weare Giffard|Flooding to property at Taddiport|Property Impact|2000|October|Flood Resiliance
3103|4.37|mALD|-4.171203|50.976233|Taddiport: x3 properties flooded, Weare Giffard: 2 properties flooded|Property at Weare Giffard|Flooding to properties at Weare Giffard|Property Impact|2000|October|Flood Resiliance
3098|3.57|mALD|-3.905178|50.904871|Past event: property flooding recorded at Bridge Reeve.|Property flooding Bridge Reeve|Flooding to property at Bridge Reeve|Property Impact|2004|December|Flood Resiliance
3351|1.55|mALD|-4.160452|51.107116|Braunton Flood Defences expected to overtop.|Defence at Braunton|Flood defences at Braunton expected to overtop|Defence Impact|||Flood Resiliance
3096|2.121|mALD|-3.829515|51.017086|Past event: 13x properties, caravans, STW flooded in S.Molton, 4x properties flooded in Alswear.|Flooding at South Molton|Flooding to properties at South Molton|Property Impact|2012|December|Flood Resiliance
3096|2.121|mALD|-3.818994|50.984353|Past event: 13x properties, caravans, STW flooded in S.Molton, 4x properties flooded in Alswear.|Flooding at Alswear|Flooding to properties at Alswear|Property Impact|2012|December|Flood Resiliance
6200|44.11|mAOD|0.443029|51.707828|No record of property flooding inside but lots of disruption and dangerous conditions on local minor roads|Flooding to local roads|Flooding and dangerous conditions on local minor roads|Road Impact|2014|November|Flood Resiliance
6200|44.28|mAOD|0.438673|51.710853|No record of property flooding on the River Wid but Hylands Mill did need to protect belongings in the garden|Flooding at Hylands Mill|Flooding possible at Hylands Mill gardens|Location Impact|2009|February|Flood Resiliance
6200|44.7|mAOD|0.438673|51.710853|Hylands Mill flooded. Several properties flooded from surface water at nearby Butts Washes. Information from residents.|Flooding at Hylands Mill|Flooding at Hylands Mill|Location Impact|2016|June|Flood Resiliance
6088|23.374|mAOD|1.156957|52.365214|no direct reports of individual properties flooded but flooding problems in Scole.|Flooding at Scole|Flooding at Scole|Location Impact|2003|January|Flood Resiliance
6091|45.92|mAOD|0.889611|52.192509|flooding problems on roads. Associated flooding further downstream after Rattlesden joined the Gipping at Needham Market|Flooding to local roads|Flooding on local roads|Road Impact|2012|May|Flood Resiliance
6091|45.92|mAOD|1.069883|52.146568|flooding problems on roads. Associated flooding further downstream after Rattlesden joined the Gipping at Needham Market|Flooding at Needham|Flooding where the Rattlesden joins the Gipping at Needham Market|Location Impact|2012|May|Flood Resiliance
6091|45.99|mAOD|0.997626|52.180121|Property affected in Coombes Ford|Property flooding Combs Ford|Flooding to property Combs Ford|Property Impact|2001|October|Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Village Hall|Flooding at Village Hall, water out of banks|Location Impact|||Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Church Lane|Flooding at Church Lane, water out of banks|Road Impact|||Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Coursers Bridge|Flooding at Coursers Bridge, water out of banks|Location Impact|||Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Park Lane|Flooding at Park Lane, water out of banks|Road Impact|||Flood Resiliance
7177|2.351|mALD|-0.237407|51.72653|"Gate failure would result in property flooding.
Garden flooding in Park Lane."|Flooding at Park Lane|Flooding to gardens at Park Lane|Location Impact|||Flood Resiliance
7179|1.694|mALD|-0.289756|51.719376|Barnet Road Bridge out of banks|Flooding at Barnet Road bridge|Water out of banks at Barnet Road bridge|Location Impact|||Flood Resiliance
7179|1.99|mALD|-0.288004|51.721468|Waterside London Colney Bridge out of banks|Flooding at London Colney bridge|Water out of banks at Waterside London Colney bridge|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.291327|51.718992|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Waterside|Flooding at Waterside|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.285714|51.720544|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Lowbell Lane|Flooding at Lowbell Lane|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.29056|51.71982|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at The Vicarage|Flooding at The Vicarage|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.299885|51.716368|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Shenley Lane|Flooding at Shenley Lane|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.291271|51.719225|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Burr Close|Flooding at Burr Close|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.291109|51.7198|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at High Street bridge|Flooding at High Street bridge|Road Impact|||Flood Resiliance
7184|1.429|mALD|-0.388478|51.653925|"Car park flooding of Premier Inn, Water Lane. 
Electricity substation at Bushey Mill Lane surrounded by water"|Flooding at Water Lane|Flooding to car park on Water Lane|Location Impact|||Flood Resiliance
7189|0.57|mALD|-0.619873|51.701619|Garden and road flooding Missedon Road|Flooding at Missedon Road|Flooding to gardens and roads at Missedon Road|Road Impact|||Flood Resiliance
7194|0.243|mALD|-0.704155|51.702893|Out of bank|Defence water out of bank|Water out of bank|Defence Impact|||Flood Resiliance
7194|0.269|mALD|-0.705024|51.701304|Flooding High Street and Recreational Ground|Flooding at High Street  |Flooding at High Street  |Road Impact|||Flood Resiliance
7194|0.269|mALD|-0.704155|51.702893|Flooding High Street and Recreational Ground|Flooding at Recreational Ground|Flooding at Recreational Ground|Location Impact|||Flood Resiliance
7204|2.155|mALD|-0.422007|51.580365|Internal flooding Brook Drive|Property flooding Brook Drive|Flooding to properties on Brook Drive|Property Impact|||Flood Resiliance
7205|1.017|mALD|-0.483799|51.541213|Garden, Road flooding The Lynch, Austin Waye, Rockingham Road|Flooding at Austin Waye|Flooding to gardens and roads at Austin Waye, Rockingham Road|Road Impact|||Flood Resiliance
7205|1.017|mALD|-0.485139|51.544596|Garden, Road flooding The Lynch, Austin Waye, Rockingham Road|Flooding at Rockingham Road|Flooding at Rockingham Road|Road Impact|||Flood Resiliance
7286|1.698|mALD|-0.245279|51.591031|Flooding to properties Colindeep Lane, Rushgrove Avenue Garden|Property flooding Colindeep Lane|Flooding to properties at Colindeep Lane|Property Impact|||Flood Resiliance
7286|2.201|mALD|-0.252463|51.5932|Property Flooding in Ajax Avenue, Colinedale Lane, Ross Court, Hanover Court|Property flooding Ajax Avenue|Flooding to properties at Ajax Avenue, Colinedale|Property Impact|||Flood Resiliance
7287|2.092|mALD|-0.313918|51.58672|Observed. Property flooding in Becmead Avenue and Kenmore Avenue|Property flooding Becmead Avenue|Flooding to properties at Becmead Avenue|Property Impact|||Flood Resiliance
7287|2.092|mALD|-0.320895|51.593419|Observed. Property flooding in Becmead Avenue and Kenmore Avenue|Property flooding Kenmore Avenue|Flooding to properties at Kenmore Avenue|Property Impact|||Flood Resiliance
7287|1.246|mALD|-0.320535|51.600827|Kenton Lane, Alicia Avenue Garden flooding from surface water and fluvial|Property flooding Kenton Lane|Flooding to gardens at Kenton Lane|Property Impact|||Flood Resiliance
7287|1.246|mALD|-0.308974|51.588101|Kenton Lane, Alicia Avenue Garden flooding from surface water and fluvial|Property flooding Alicia Avenue|Flooding to gardens at Alicia Avenue|Property Impact|||Flood Resiliance
7289|2.158|mALD|-0.269917|51.550646|Flooding into Monks Park|Flooding at Monks Park|Flooding at Monks Park|Road Impact|||Flood Resiliance
7290|1.083|mALD|-0.354278|51.51301|West Middlesex Golf Course flooding|Flooding at golf course|Flooding at West Middlesex golf course|Location Impact|||Flood Resiliance
7332|1.623|mALD|-0.292657|51.813439|"Property flooding in Wheathampstead
Allotments flooding in Harpenden"|Property flooding Wheathampstead|Flooding to properties at Wheathampstead|Property Impact|||Flood Resiliance
7333|0.502|mALD|-0.103158|51.777876|Road flooding in Bayfordbury Rd|Flooding to Bayfordbury Road|Flooding to Bayfordbury Road|Road Impact|||Flood Resiliance
7333|0.728|mALD|-0.079124|51.778107|Blockage on Brickendon Brook. Road closed to Pub|Flooding at Brickendon Brook|Flooding at Brickendon Brook, road close to pub|Road Impact|||Flood Resiliance
7333|0.745|mALD|-0.087407|51.785872|Property Flooding - Harts Horns Pub|Floodining at pub|Flooding at pub on Hornsmill Road|Property Impact|||Flood Resiliance
7333|0.954|mALD|-0.095371|51.783371|Property Flooding - Riverside Garden Centre, Hornsmill, Warehams Lanes|Flooding to property|Flooding to property|Property Impact|||Flood Resiliance
7338|0.689|mALD|-0.156174|51.883682|Flooding Stevenage Golf Centre|Flooding at golf centre|Flooding at golf centre|Location Impact|||Flood Resiliance
7341|0.616|mALD|-0.089522|51.804121|Flooding to fields behind Molewood Road|Flooding at Molewood Road|Flooding to fields behind Molewood Road|Location Impact|||Flood Resiliance
7341|1.035|mALD|-0.089522|51.804121|Flooding Molewood Road|Flooding at Molewood Road|Flooding at Molewood Road|Road Impact|||Flood Resiliance
7346|0.596|mALD|0.091175|51.885164|Road Flooding Albury Rd, in front of Village Hall|Flooding at Albury Road|Flooding to road at Albury Road, front of Village Hall|Road Impact|||Flood Resiliance
7350|1.401|mALD|0.157787|51.83651|Spellbrook Lane East Public House|Flooding at Spellbrook Lane East|Flooding at Spellbrook Lane East|Road Impact|||Flood Resiliance
7351|1.704|mALD|0.15491|51.81499|Burtons Mill, out of banks flooding|Flooding at Burtons Mill|Flooding at Burtons Mill|Location Impact|||Flood Resiliance
7360|1.111|mALD|0.027202|51.731544|Road Flooding, Middle Street|Flooding at Middle Street|Flooding to road at Middle Street|Road Impact|||Flood Resiliance
7367|1.016|mALD|-0.048245|51.672432|Out of banks, flooding of footpath at Turkey Street|Flooding at Turkey Street|Flooding to footpath at Turkey Street|Location Impact|||Flood Resiliance
7375|6.775|mALD|-0.044616|51.562658|Flooding at Lea Bridge Road, Coppermil Lane, Lower Hall Lane|Flooding at Lea Bridge Road|Flooding at Lea Bridge Road|Road Impact|||Flood Resiliance
7375|6.775|mALD|-0.042885|51.579479|Flooding at Lea Bridge Road, Coppermil Lane, Lower Hall Lane|Flooding at Coppermill Lane|Flooding at Coppermill Lane|Road Impact|||Flood Resiliance
7375|6.775|mALD|-0.032454|51.614965|Flooding at Lea Bridge Road, Coppermil Lane, Lower Hall Lane|Flooding at Lower Hall Lane|Flooding at Lower Hall Lane|Road Impact|||Flood Resiliance
7377|1.693|mALD|0.243285|51.701369|Out of bank Shelley Bridge, Moreton Bridge, Ongar Bridge|Defence at Ongar Bridge|Water out of bank at Ongar Bridge|Defence Impact|||Flood Resiliance
7009|2.304|mALD|0.117832|51.652228|Out of bank flooding into fields downstream of Abridge road bridge|Flooding at Abridge Road|Flooding into fields downstream of Abridge Road bridge|Location Impact|||Flood Resiliance
7009|2.588|mALD|0.119297|51.650753|Water in floodplain in and around Abridge|Flooding at Abridge Road|Flooding to floodplains in and around Abridge|Location Impact|||Flood Resiliance
7382|0.793|mALD|0.18202|51.562338|Garden flooding Gorse Way|Flooding at Gorse Way|Flooding to gardens at Gorse Way|Property Impact|||Flood Resiliance
7384|2.205|mALD|0.249764|51.599609|Flooding to fields upstream of Harold Court Road|Flooding at Harold Court Road|Flooding to fields upstream of Harold Court Road|Location Impact|||Flood Resiliance
7384|2.265|mALD|0.249764|51.599609|Flooding to fields downstream of Harold Court Road|Flooding at Harold Court Road|Flooding to fields downstream of Harold Court Road|Location Impact|||Flood Resiliance
1073|1.95|mALD|0.335155|51.222542|First property to flood|Property flooding Hadlow|Flooding to property at Hadlow|Property Impact|||Flood Resiliance
1073|2.85|mALD|0.335155|51.222542|First property to flood|Property flooding Hadlow|Flooding to property at Hadlow|Property Impact|||Flood Resiliance
1073|2.096|mALD|0.335155|51.222542|1 Reported property flooding, several gardens and allotments flooded.|Property flooding Hadlow|Flooding to property at Hadlow|Property Impact|||Flood Resiliance
1073|2.096|mALD|0.335155|51.222542|1 Reported property flooding, several gardens and allotments flooded.|Property flooding Hadlow|Flooding to gardens and allotments|Property Impact|||Flood Resiliance
1067|4.361|mALD|0.18371|51.172616|Property flooded in Penshurst|Property flooding Penshurst|Flooding to property at Penshurst|Property Impact|2013|December|Flood Resiliance
1083|4.35|mAOD|0.522331|51.270686|Footpaths and Subways around Town Bridge flood and are impassable.|Flooding at Town Bridge|Flooding makes footpaths and subway impassible at Town Bridge|Location Impact|||Flood Resiliance
1083|7.177|mAOD|0.522331|51.270686|Extensive property flooding|Property flooding Maidstone|Flooding to property|Property Impact|2013|December|Flood Resiliance
1071|40.593|mAOD|0.064955|51.195019|Several properties flooded|Property flooding Edenbridge|Flooding to property at Edenbridge|Property Impact|2013|December|Flood Resiliance
9124|10.181|mAOD|-0.184187|51.522463|Possible flooding at Little Venice|Flooding at Little Venice|Flooding at Little Venice|Location Impact|1995|January|Flood Resiliance
9124|10.29|mAOD|-0.184187|51.522463|Possible flooding at Little Venice|Flooding at Little Venice|Flooding at Little Venice|Location Impact|1999|December|Flood Resiliance
9124|10.319|mAOD|-0.184187|51.522463|Possible flooding at Little Venice|Flooding at Little Venice|Flooding at Little Venice|Location Impact|1993|December|Flood Resiliance
9124|11.224|mAOD|0.420753|51.223595|Observed. Properties affected by flooding in and around Yalding|Property flooding Yalding|Flooding to properties in Yalding area|Property Impact|2000|October|Flood Resiliance
9124|11.734|mAOD|0.420753|51.223595|Observed. Properties affected by flooding in and around Yalding|Property flooding Yalding|Flooding to properties in Yalding area|Property Impact|2013|December|Flood Resiliance
1078|40|mAOD|-0.389775|51.513128|First property to flood Chequers Inn, The Broadway|Property flooding The Broadway|Flooding to property at The Broadway|Property Impact|||Flood Resiliance
1078|40.267|mAOD|0.45599|51.112682|3 properties flooded at Hope Hill, Goudhurst|Property flooding Goudhurst|Flooding to property at Hope Hill, Goudhurst|Property Impact|2013|December|Flood Resiliance
1078|41|mAOD|0.391405|51.100523|48 Properties flooded in Lamberhurst, 4 in Goudhurst.|Property flooding Lamberhurst|Flooding to properties at Lamberhurst|Property Impact|2000|October|Flood Resiliance
1078|41|mAOD|0.45599|51.112682|48 Properties flooded in Lamberhurst, 4 in Goudhurst.|Property flooding Goudhurst|Flooding to properties at Hope Hill, Goudhurst|Property Impact|2000|October|Flood Resiliance
1040|61.001|mAOD|0.147866|51.285223|Several properties flooded - 2 in Chipstead, 4 Eynsford, 5 Farningham, 3 Otford|Property flooding Chipstead|Flooding to properties in Chipstead|Property Impact|2002|December|Flood Resiliance
1040|61.001|mAOD|0.206807|51.366985|Several properties flooded - 2 in Chipstead, 4 Eynsford, 5 Farningham, 3 Otford|Property flooding Eynsford|Flooding to properties in Eynsford|Property Impact|2002|December|Flood Resiliance
1040|61.001|mAOD|0.218153|51.380894|Several properties flooded - 2 in Chipstead, 4 Eynsford, 5 Farningham, 3 Otford|Property flooding Farningham|Flooding in Farningham|Property Impact|2002|December|Flood Resiliance
1040|61.001|mAOD|0.188178|51.311658|Several properties flooded - 2 in Chipstead, 4 Eynsford, 5 Farningham, 3 Otford|Property flooding Otford|Flooding to properties in Otford|Property Impact|2002|December|Flood Resiliance
1040|61.05|mAOD|0.180147|51.334192|Fist property to flood - Ark Cottage, Church Street, Shoreham|Property flooding Shoreham|Flooding to properties at Church Street, Shoreham|Property Impact|||Flood Resiliance
1040|61.052|mAOD|0.180147|51.334192|2 properties flooded, but only 1 from main river|Property flooding Otford|Flooding to properties in Otford|Property Impact|2014|January|Flood Resiliance
1036|0.746|mALD|0.189031|51.453768|Barns Cray Road flooded|Flooding at Barnes Cray Road|Flooding to Barnes Cray Road|Property Impact|2014|July|Flood Resiliance
1036|1.2|mALD|0.173309|51.448911|First property to flood , BT Crayford Motor Transport Garage DA1 4HF|Property flooding Dartford|Flooding to properties at Dartford|Property Impact|||Flood Resiliance
1036|1.299|mALD|0.18626|51.454071|Several properties flooded, Crayford Way and Crayford retail park|Property flooding Crayford Way|Flooding to properties at Crayford Way|Property Impact|2013|December|Flood Resiliance
1036|1.299|mALD|0.181539|51.451223|Several properties flooded, Crayford Way and Crayford retail park|Property flooding Crayford retail park|Flooding to properties at Crayford retail park|Property Impact|2013|December|Flood Resiliance
1130|38.2|mAOD|0.899551|51.135308|Boyes Hall Road flooded|Flooding at Boyes Hall Road|Flooding at Boyes Hall Road|Road Impact|||Flood Resiliance
1130|38.6|mAOD|0.899551|51.135308|Top of wall next to Aylesford Stream GS|Defence at Aylesford Stream|Flooding to top of wall at Aylesford Stream|Defence Impact|||Flood Resiliance
1144|36.7|mAOD|0.878323|51.145388|Limited flooding at Stour Civic Centre and B&Q car park|Property flooding|Flooding to property|Property Impact|||Flood Resiliance
1135|13.015|mAOD|1.07928|51.280388|Low impact flooding in Canterbury|Flooding at Canterbury|Flooding at Canterbury|Location Impact|2010|March|Flood Resiliance
1135|13.273|mAOD|0.938585|51.181832|Flooding in Wye, Chartham, Chilham, Thanington and Canterbury|Flooding at Wye|Flooding at Wye|Location Impact|2000|November|Flood Resiliance
1135|13.273|mAOD|1.023071|51.255678|Flooding in Wye, Chartham, Chilham, Thanington and Canterbury|Flooding at Chartham|Flooding at Chartham|Location Impact|2000|November|Flood Resiliance
1135|13.273|mAOD|0.966217|51.24348|Flooding in Wye, Chartham, Chilham, Thanington and Canterbury|Flooding at Chilham|Flooding at Chilham|Location Impact|2000|November|Flood Resiliance
1135|13.273|mAOD|1.056896|51.27034|Flooding in Wye, Chartham, Chilham, Thanington and Canterbury|Flooding at Thanington|Flooding at Thanington|Location Impact|2000|November|Flood Resiliance
1135|13.273|mAOD|1.07928|51.280388|Flooding in Wye, Chartham, Chilham, Thanington and Canterbury|Flooding at Canterbury|Flooding at Canterbury|Location Impact|2000|November|Flood Resiliance
1135|13.289|mAOD|0.938585|51.181832|Flooding in Wye, Thannington and Canterbury|Flooding at Wye|Flooding at Wye|Location Impact|2001|February|Flood Resiliance
1135|13.289|mAOD|1.056896|51.27034|Flooding in Wye, Thannington and Canterbury|Flooding at Thanington|Flooding at Thanington|Location Impact|2001|February|Flood Resiliance
1135|13.289|mAOD|1.07928|51.280388|Flooding in Wye, Thannington and Canterbury|Flooding at Canterbury|Flooding at Canterbury|Location Impact|2001|February|Flood Resiliance
1137|48.5|mAOD|0.806677|51.16464|First property to flood|Property flooding Hothfield|Flooding to property at Hothfield|Property Impact|||Flood Resiliance
1134|2.66|mAOD|0.806677|51.16464|Lamben Wall and Grove Wall overtopped|Defence at Lamben Wall|Flood defences overtop at Lamben Wall and Grove Wall|Defence Impact|2014|February|Flood Resiliance
1133|39.7|mAOD|0.850234|51.146964|First property to flood|Property flooding Ashford|Flooding to property at Ashford|Property Impact|||Flood Resiliance
7250|2.54|mALD|-0.187499|51.162733|River Mole and Crawters Brook out of bank|River Mole out of bank|Water out of bank at River Mole|Defence Impact|2013|December|Flood Resiliance
7250|2.54|mALD|-0.187499|51.162733|River Mole and Crawters Brook out of bank|Crawters Brook out of bank|Water out of bank at Crawters Brook|Defence Impact|2013|December|Flood Resiliance
7254|2.4|mALD|-0.184367|51.175329|River Mole out of bank onto 83 Lee Street's gardens and across fields on left bank of river|Flooding at Lee Street|Flooding to gardens on Lee Street|Property Impact|||Flood Resiliance
7254|2.4|mALD|-0.184753|51.174925|River Mole out of bank onto 83 Lee Street's gardens and across fields on left bank of river|Flooding to fields|Flooding to fields on left hand bank of river|Location Impact|||Flood Resiliance
7254|3.1|mALD|-0.184367|51.175329|First Property to Flood 83 Lee Street|Property at Lee Street|Flooding to property on Lee Street|Property Impact|||Flood Resiliance
7254|3.27|mALD|-0.184367|51.175329|Two properties reported flooded, 83 Mill Street and Ye Old Six Belles Charlwood|Property at Lee Street|Flooding to properties on Lee Street|Property Impact|2012|June|Flood Resiliance
7254|3.27|mALD|-0.224898|51.156615||Property flooding Charlwood|Flooding to property at Charlwood|Property Impact|||
