RLOI_ID|Value|Units|Location (Longtitude| Latitude)|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
2086|3.26|mALD|-2.722632|52.361887|Linney car park in Ludlow floods|Flooding at car park|Flooing at car park in Ludlow|Location Impact|||Flood Resiliance
2092|5.95|mALD|-2.23154|52.193695|Top of Hylton Road demountable defence (lowest part of scheme with 8 x 150mm slats) ~50 properties in FW area|Defence at Hylton Road|Water to top of Hylton Road defences. Flooding to properties in area|Defence Impact|||Flood Resiliance
2092|4.4|mALD|-2.23154|52.193695|Patrol commences along Hylton Road|Patrol commences Hylton Road|Patrol commences along Hylton Road|Road Impact|||Flood Resiliance
2092|4.5|mALD|-2.23154|52.193695|Highways monitor surface water along Hylton Road|Flooding on Hylton Road|Flooding on Hylton Road from surface water|Road Impact|||Flood Resiliance
2092|4.7|mALD|-2.237463|52.203396|Flooding starts upstream end of Pitchcroft|Flooding at The Pitchcroft|Flooding at upstream end of The Pitchcroft|Location Impact|||Flood Resiliance
2092|4.75|mALD|-2.232764|52.205046|Waterworks Road properties & Pitchcroft Lane|Property at Pitchcroft Lane|Flooiding to properties on Pitchcroft Lane|Property Impact|||Flood Resiliance
2092|4.75|mALD|-2.233064|52.206578|Waterworks Road properties & Pitchcroft Lane|Property at Waterworks Road|Flooiding to properties on Waterwork Road|Property Impact|||Flood Resiliance
2092|5.4|mALD|-2.227456|52.195727|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on Severn Terrace|Flooding to Severn Terrace|Road Impact|||Flood Resiliance
2092|5.4|mALD|-2.229867|52.201726|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on Stephenson Road|Flooding to Stephenson Road|Road Impact|||Flood Resiliance
2092|5.4|mALD|-2.231889|52.204839|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on Lyttleton Street|Flooding to Lyttleton Street|Road Impact|||Flood Resiliance
2092|5.4|mALD|-2.226091|52.19159|Severn Terrace, Stephenson Rd, Lyttleton St, North Parade,|Flooding on North Parade|Flooding to North Parade|Road Impact|||Flood Resiliance
2092|5|mALD|-2.226925|52.192039|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on Newport Street|Flooding on Newport Street through drains|Road Impact|||Flood Resiliance
2092|5|mALD|-2.234033|52.210898|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on Park View Terrace|Flooding on Park View Terrace|Road Impact|||Flood Resiliance
2092|5|mALD|-2.226074|52.193297|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on The Butts|Flooding on The Butts and King Stephen’s Mount|Road Impact|||Flood Resiliance
2092|5|mALD|-2.239957|52.202418|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Flooding on King Stephen's Mount|Flooding on King Stephen’s Mount|Road Impact|||Flood Resiliance
2092|5|mALD|-2.243683|52.234306|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Property at Camp Lane|Flooding on properties on Camp Lane, Bevere|Property Impact|||Flood Resiliance
2092|5|mALD|-2.226594|52.243776|Newport Street (via drains), Park View Terrace, The Butts and King Stephen’s Mount. Camp House Pub and Camp Lane properties, Bevere. Low property and outbuildings Hawford Wood|Property at Hawford Wood|Flooing to low property and outbuildings at Hawford Wood|Property Impact|||Flood Resiliance
2092|5.25|mALD|-2.227769|52.192908|Croft Road starts to flood|Flooding at Croft Road|Flooding on Croft Road commences|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.229397|52.191269|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooding on A44|Flooding on A44 New Road|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.227744|52.192848|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooding on A449|Flooing on A449 North Quay|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.227487|52.191138|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooding on Hylton Road|Flooding on Hylton Road Gyratory|Road Impact|||Flood Resiliance
2092|5.45|mALD|-2.231187|52.190393|A44 New Rd; A449 North Quay, Hylton Rd Gyratory & Tybridge St (via sewer surcharge) start to flood|Flooing on Tybridge Street|Flooding on Tybridge St from sewer surcharge|Road Impact|||Flood Resiliance
2178|5.68|mALD|-2.417513|52.288756|Stanford Brdge Caravan Park flooded up to caravan wheels|Property at Stanford Bridge|Flooding to property at Stanford Bridge|Property Impact|||Flood Resiliance
2174|2.63|mALD|-2.100314|51.912755|Princess Elizabeth Way starts to flood from overtopping of local access bridges|Flooding on Princess Elizabeth Way|Flooding on PrInces Elizabeth Way from overtopping of local access bridges|Road Impact|||Flood Resiliance
2174|2.7|mALD|-2.101607|51.913408|Kierle Wall starts to overtop & 39 Frank Brookes Road starts to flood|Flooding on Frank Brookes Road|Flooding to property on Frank Brookes Road|Property Impact|||Flood Resiliance
2169|1.6|mALD|-2.373906|52.664886|Properties affected on Church Street, possibly also the corner of Beech Drive.|Property on Church Street|Flooding to properties on Church Street, possibly corner of Beech Drive|Property Impact|||Flood Resiliance
4027|1.2|mALD|-2.956918|52.043022|Out of bank upstream of Peterchurch|Flooding at Peterchurch|Flooding upstream of Peterchurch|Location Impact|||Flood Resiliance
2167|3.7|mALD|-2.252709|51.892446|FALLING: Low lying property on Base Lane, Sandhurst  should be clear from flooding|Property on Base Lane|Flooding to low lying properties on Base Lane|Property Impact|||Flood Resiliance
2167|3.98|mALD|-1.506263|51.632149|A417 Over to Maisemore affected: FLUVIAL & TIDAL|Flooding on A417|Flooding on A417 Over to Maisemore|Road Impact|||Flood Resiliance
2167|4|mALD|-2.252709|51.892446|RISING: Low lying property on Base Lane, Sandhurst. Flood banks upstream of gauge overtop|Property on Base Lane|Flooding to low lying property on Base Lane, Sandhurst|Property Impact|||Flood Resiliance
2080|3.2|mALD|-1.405115|52.255634|Flooding behind defences|Defence at Southam|Flooding behind flood defences at Southam|Defence Impact|2007|July|Flood Resiliance
9057|3.15|mALD|-1.13203|52.388006|Clay Coton defences overtopped. FIDO to oragnise monitoring & verify level|Defence at Clay Coton|Overtopping of Clay Coton flood defences possible|Defence Impact|||Flood Resiliance
2117|2|mALD|-1.884506|53.051472|INFO A523 DEEP FLOODING|Flooding on A523|Flooding on A523 at Waterhouses|Road Impact|||Flood Resiliance
2123|3|mALD|-2.105958|52.722493|Major Flooding in Penkridge & Stafford. Defences overtopped in Penkridge.|Flooding at Penkridge|Flooding at Penkridge|Location Impact|2007|June|Flood Resiliance
2123|3|mALD|-2.105237|52.797631|Major Flooding in Penkridge & Stafford. Defences overtopped in Penkridge.|Flooding at Stafford|Flooding at Stafford|Location Impact|2007|June|Flood Resiliance
2127|2.35|mALD|-2.028102|53.065955|River Will overtop into canal|Defence at Basford Bridge|Overtopping from River Will into canal|Defence Impact|||Flood Resiliance
2149|2.48|mALD|-1.989445|52.9544|INFO DEFENCES POSSIBLE OVERTOPPING|Defence at Tean|Overtopping of flood defences possible at Tean|Defence Impact|||Flood Resiliance
3091|1|mALD|-3.576739|51.204042|Bankfull conditions. Risk of flooding to temporary campsite upstream of Horner village.|Defence at Luscombe|Bankfull at Luscombe|Defence Impact|||Flood Resiliance
3091|1.4|mALD|-3.578971|51.199699|Horner to West Luccombe road floods|Flooding on road to West Luscombe|Flooding on road from Horner to West Luscombe|Road Impact|||Flood Resiliance
3082|1.43|mALD|-3.138111|51.017222|Hook Bridge Spillway may run, dependant on tide.|Defence at Bishops Hull|Defence at Bishops Hull|Defence Impact|||Flood Resiliance
3082|3|mALD|-3.107428|51.015893|Risk of significant flooding of Taunton due to overtopping of defences.|Defence at Taunton|Overtopping of flood defences at Taunton|Defence Impact|||Flood Resiliance
3082|3|mALD|-3.107428|51.015893||Flooding at Taunton|Flooding at Taunton|Location Impact|||
3082|2.8|mALD|-3.107428|51.015893|Taunton defences may overtop|Flooding at Taunton|Overtopping of flood defences at Taunton|Defence Impact|||Flood Resiliance
3079|2.4|mALD|-2.682056|51.005104|Bankfull at Ilchester|Defence at Ilchester|Bankfull at Ilchester|Defence Impact|||Flood Resiliance
3079|2.7|mALD|-2.682056|51.005104|Risk of flooding at Hainbury Mill, Ilchester|Property at Ilchester|Property flooding Ilchester|Property Impact|||Flood Resiliance
3078|1.2|mALD|-2.560206|51.025676|Bankfull at Queen Camel and West Camel, Sparkford to Weston Bampfylde road floods at Mill Farm|Flooding to roads at Sparkford|Flooding on road from Sparkford to Weston Bampfylde at Mill Farm|Road Impact|||Flood Resiliance
3078|1.2|mALD|-2.583011|51.022115|Bankfull at Queen Camel and West Camel, Sparkford to Weston Bampfylde road floods at Mill Farm|Defence at Queens Camel|Bankfull at Queens Camel|Defence Impact|||
3076|1.8|mALD|-2.941092|50.920449|Risk of flooding of road at Donyatt in Church Street|Flooding to roads at Donyatt|Flooding of road at Donyatt in Church|Road Impact|||Flood Resiliance
3076|2.35|mALD|-2.859866|50.994252|B3168 at Hambridge floods|Flooding to B3168|Flooding of B3168 at Hambridge|Road Impact|||Flood Resiliance
3076|2.67|mALD|-2.940779|50.92161|Properties in Donyatt will flood|Property flooding Donyatt|Flooding to properties at Donyatt|Property Impact|||Flood Resiliance
3076|2.7|mALD|-2.855758|50.987614|Properties in Hambridge flood, bankfull at Horlicks Dairies, risk of flooding to caravan park and properties in Station Rd, Ilminster. Bankfull at Isle Brewers ring bank.|Property flooding Hambridge|Flooding to properties at Hambridge|Property Impact|||Flood Resiliance
3076|2.7|mALD|-2.931914|50.932592|Properties in Hambridge flood, bankfull at Horlicks Dairies, risk of flooding to caravan park and properties in Station Rd, Ilminster. Bankfull at Isle Brewers ring bank.|Property flooding Ilminster|Flooding risk to caravan park and properties in Station Road, Ilminster|Property Impact|||Flood Resiliance
3075|2|mALD|-2.769035|50.938967|Norton sub Hambdon to Stratton road floods. Road at Carey Bridge (Parrett Works) floods.|Flooding to roads at Hambdon|Flooding to road from Hambdon to Stratton|Road Impact|||Flood Resiliance
3075|2|mALD|-2.790878|50.964726|Norton sub Hambdon to Stratton road floods. Road at Carey Bridge (Parrett Works) floods.|Flooding to road at Carey Bridge|Flooding on road at Carey Bridge (Parrett Works)|Road Impact|||Flood Resiliance
3075|2.16|mALD|-2.834985|50.853257|B3165 at Chiselborough GS floods|Flooding on B3165|Flooding on B3165 at Chiselborough|Road Impact|||Flood Resiliance
3074|3.9|mALD|-2.613723|50.943503|Mole Valley Farmers outbuildings will flood, Sherborne Rd, Yeovil|Flooding on Sherborne Road|Flooding to outbuildings at Sherborne Rd, Yeovil|Property Impact|||Flood Resiliance
3074|3.97|mALD|-2.612773|50.942916|Chudleighs Mill and house adjacent to Mole Valley Farmers will flood|Property flooding Chudleighs Mill|Flooding to Chudleighs Mill and property near Mole Valley Farms|Property Impact|||Flood Resiliance
3074|4|mALD|-2.682313|51.004442|Water reaches bottom of Ilchester ring banks. Hainbury Mill will flood with continued rise (4.15m)|Property flooding Ilchester|Flooding to property at Ilchester|Property Impact|||Flood Resiliance
3074|4.08|mALD|-2.681005|51.003146||Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>|Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>|Historic|2008|December|Flood Resiliance
3074|4.2|mALD|-2.612773|50.942916|Chudleighs Mill Higher House and Mole Valley Farmers main building floods and bankfull at Mudford|Property flooding Chudleighs Mill|Flooding to Chudleighs Mill higher house|Property Impact|||Flood Resiliance
3074|4.2|mALD|-2.612773|50.942916|Chudleighs Mill Higher House and Mole Valley Farmers main building floods and bankfull at Mudford|Property flooding Mole Valley|Flooding to Mole Valley Farm main building|Property Impact|||Flood Resiliance
3074|4.3|mALD|-2.649607|51.002091|Yeovilton to Limington Road floods|Flooding on road at Yeovilton|Flooding on road from Yeovilton to Limington|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.680743|50.996696|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on A37 south|Flooding on A37 south|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.691793|51.003934|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on A303|Flooding to A303 south west Ilchester|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.678473|51.00004|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on Limington Road|Flooding on Limington Road to Ilchester|Road Impact|||Flood Resiliance
3063|1.2|mALD|-2.565888|50.874075|Deep Ford Lane, Chetnole will become impassable if water continues to rise|Flooding at Deep Ford Lane|Flooding at Deep Ford Lane|Road Impact|||Flood Resiliance
3063|1.6|mALD|-2.565888|50.874075|Deep Ford Lane, Chetnole impassable|Flooding at Deep Ford Lane|Flooding at Deep Ford Lane, lane is impassible|Road Impact|||Flood Resiliance
3063|2|mALD|-2.574653|50.894239|Bankfull at Yetminster flood defences|Defence at Yetminster|Water at top of Yetminster flood defences|Defence Impact|||Flood Resiliance
3058|1.5|mALD|-2.773107|51.17114|Risk of flooding to Rice Cottage, between Glastonbury and Meare|Flooding at Meare|Flooding risk to property between Glastonbury and Meare|Property Impact|||Flood Resiliance
3058|1.1|mALD|-2.688261|51.127868|Right bank overtops in to Kennard Moor|Defence at Kennard Moor|Overtopping of right bank into Kennard Moor|Defence Impact|||Flood Resiliance
3050|2|mALD|-2.376497|51.206802|Further risk of flooding to property at Nunney, Vobster, near Frome, Great Elm and Egford|Property flooding Nunney|Flooding risk to property at Nunney|Property Impact|||Flood Resiliance
3050|2|mALD|-2.424501|51.241056||Property flooding Vobster|Flooding risk to property Vobster (near Frome)|Property Impact|||Flood Resiliance
3050|2|mALD|-2.362067|51.240923||Property flooding Great Elm|Flooding risk to property at Great Elm|Property Impact|||Flood Resiliance
3050|2|mALD|-2.348921|51.234252||Property floding Egford|Flooding risk to property at Egford|Property Impact|||Flood Resiliance
3049|2.8|mALD|-2.303976|51.338456|Flooding of access road to Peradins, Freshford|Flooding at Freshford|Flooding to access road at Peradins, Freshford|Road Impact|||Flood Resiliance
3047|2.5|mALD|-2.208575|51.317936|Properties flooded at Cradle Bridge, Trowbridge|Property flooding Trowbridge|Flooding to properties at Cradle Bridge, Trowbridge|Property Impact|||Flood Resiliance
3045|2|mALD|-2.325446|51.357457|Monkton Combe School playing fields adjacent to B3108 inundated|Property flooding Monkton Coombe|Flooding to Monkton Combe School playing fields adjacent to B3108|Property Impact|||Flood Resiliance
3041|3.9|mALD|-2.354922|51.381444|Bath Sports and Leisure Centre grounds flood|Property flooding Bath|Flooding to Bath sports and leisure centre grounds|Property Impact|2008|December|Flood Resiliance
3041|1.7|mALD|-2.572086|51.444224|Combined with 8.5m at Avonmouth, risk of flooding St Philips Marsh, Bristol|Flooding at St Philips Marsh|Flooding risk at St Philips Marsh, Bristol|Location Impact|||Flood Resiliance
3041|2.3|mALD|-2.509018|51.428905|Inundation The Chequers car park, Hanham Mills|Flooding at Hanham Mill|Flooding at The Chequers car park, Hanham Mill|Location Impact|||Flood Resiliance
3041|2.8|mALD|-2.404594|51.388716|Bath Marina floods|Flooding at Bath marina|Flooding at Bath marina|Location Impact|||Flood Resiliance
3036|2.5|mALD|-2.495131|51.512656|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Property flooding at The Dingle|Flooding to properties at The Dingle|Property Impact|||Flood Resiliance
3036|2.5|mALD|-2.494991|51.513025|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Flooding at Damson's Bridge|Flooding at Damson's Bridge|Location Impact|||Flood Resiliance
3036|2.5|mALD|-2.512883|51.513602|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Flooding at Quarry Barton|Flooding at Quarry Barton|Location Impact|||Flood Resiliance
3021|2.05|mALD|-2.43004|51.453653|Flooding expected at properties on the left bank upstream of A240 bridge|Property flooding A240|Flooding risk to properties on the left bank upstream of A240 bridge|Property Impact|||Flood Resiliance
3009|2.1|mALD|-2.383852|51.53977|First out of bank flows expected at St Johns Way|Flooding on St Johns Way|Flooding risk at St Johns Way|Road Impact|||Flood Resiliance
7016|1.41|mALD|-1.930816|51.674227|The Downings, Church Lane flooded|Property flooding Church Lane|Flooding to property on Church Lane, South Cerney|Property Impact|2014|February|Flood Resiliance
7016|1.44|mALD|-1.930001|51.674132|Glebe Cottage, South Cerney flooded|Property flooding South Cerney|Flooding to property at South Cerney|Property Impact|2014|January|Flood Resiliance
7024|4.49|mALD|-1.749022|51.663874|Large static caravan residential park surrounded by water and cut off (up to 130) and 3 properties flooded|Property flooding caravan park|Flooding at caravan residential park|Property Impact|2007|July|Flood Resiliance
7024|4.49|mALD|-1.749022|51.663874|Large static caravan residential park surrounded by water and cut off (up to 130) and 3 properties flooded|Property flooding Hannington|Flooding to properties at Hannington|Property Impact|2007|July|Flood Resiliance
7152|0.79|mALD|-0.900289|51.429308|Country Garden Centre|Property flooding Earley|Flooding at Country garden centre at Earley|Property Specific|2011|January|Flood Resiliance
7152|0.84|mALD|-0.900289|51.429308|Country Garden Centre|Property flooding Earley|Flooding at Country garden centre at Earley|Property Specific|2012|November|Flood Resiliance
7170|5.72|mALD|-0.580788|51.484676|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Priory Way|Flooding to properties on Priory Way, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.582241|51.472067|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Southlea Road|Flooding to properties on Southlea Road, Slough|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.580958|51.484689|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding The Green|Flooding to properties on The Green, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.574824|51.479226|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Elm Croft|Flooding to properties on Elm Croft, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.564993|51.48294|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Penn Road|Flooding to properties on Penn Road, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.568567|51.480435|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Talbot Place|Flooding to properties on Talbot Place, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.541867|51.478855|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Horton Road|Flooding to properties on Horton Road, Slough|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.583072|51.490507|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Slough Road|Flooding to properties on Slough Road, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.64|mALD|-0.541867|51.478855|"23Datchet FW 1 property flooded (326 Horton Road)
23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)"|Property flooding Horton Road|Flooding to property on Horton Road|Property Impact|2003|January|Flood Resiliance
7170|5.64|mALD|-0.586539|51.490243|"23Datchet FW 1 property flooded (326 Horton Road)
23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)"|Property flooding Eton Road|Flooding to properties on Eton Road|Property Impact|2003|January|Flood Resiliance
7170|5.64|mALD|-0.582241|51.472067|"23Datchet FW 1 property flooded (326 Horton Road)
23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)"|Property flooding Southlea Road|Flooding to properties on Southlea Road|Property Impact|2003|January|Flood Resiliance
7230|1.34|mALD|-0.794227|51.166415|1 property flooded: Frensham Mill|Property flooding Frensham|Flooding to property at Frensham|Property Impact|2014|February|Flood Resiliance
7232|2.05|mALD|-0.617947|51.189045|67 properties flooded (uncertain level as gauge failed)|Property flooding Westbrook Mills|Flooding to properties at Westbrook Mills|Property Impact|2013|December|Flood Resiliance
7240|3.71|mALD|-0.572076|51.232709|Observed. Properties flooded in Guildford|Property flooding Guildford|Flooding to properties at Guildford|Property Impact|2013|December|Flood Resiliance
7240|3.88|mALD|-0.572076|51.232709|Properties flooded in Guildford|Property flooding Guildford|Flooding to properties at Guildford|Property Impact|2000|November|Flood Resiliance
7240|4.6|mALD|-0.572076|51.232709|Observed. Properties flooded in Guildford and Old Woking|Property flooding Guildford|Flooding to properties at Guildford|Property Impact|1968|September|Flood Resiliance
7240|4.6|mALD|-0.544232|51.301749|Observed. Properties flooded in Guildford and Old Woking|Property flooding Old Woking|Flooding to properties at Old Woking|Property Impact|1968|September|Flood Resiliance
7243|2.5|mALD|-0.464344|51.374665|Approximately 1350 properties flooded (approximate level)|Property flooding Weybridge|Flooding to properties at Weybridge|Property Impact|1968|September|Flood Resiliance
8017|3.75|mALD|-1.19268|53.720666|"Kellington Ings will start to fill
Birkin Holme Washland will start to fill"|Defence at Kellington Ings|Defence at Kellington Ings will start to fill|Defence Impact|||Flood Resiliance
8017|3.75|mALD|-1.19268|53.720666|"Kellington Ings will start to fill
Birkin Holme Washland will start to fill"|Defence at Birkin Holme|Defence at Birkin Holme Washland will start to fill|Defence Impact|||Flood Resiliance
8042|3.1|mALD|-1.355526|53.734916|Barnsdale Rd. likely to flood|Flooding at Barnsdale Road|Flooding at Barnsdale Road|Location Impact|||Flood Resiliance
8043|2.95|mALD|-1.651031|54.388658|A6136 at Catterick Br. expected to flood|Flooding on A6136|Flooding on A6136 at Catterick Bridge|Road Impact|||Flood Resiliance
8320|1.27|mALD|-1.350663|53.72712|Castleford Car Centre flooded|Flooding at Castleford|Flooding at Castleford car centre|Property Impact|2011|February|Flood Resiliance
8320|1.07|mALD|-1.355526|53.734916|Barnsdale Road begins to flood.|Flooding at Barnsdale Road|Flooding at Barnsdale Road|Road Impact|||Flood Resiliance
2019|0.8|mALD|-2.269324|51.739311|ICS inform BW & Stroud Police that flooding is possible. Areas particularly at risk include Ryeford Industrial Estate & Bridgend Farm House|Stroud police informed|Stroud police informed that flooding is possible|Community impact|||Flood Resiliance
2036|4.4|mALD|-2.746238|52.706272|"Coleham Head demountable defences deployed: Carline Fields Phase 1
Flooding over the wall at Coton Hill"|Defences deployed|Coleham Head demountable defences deployed|Community impact|||Flood Resiliance
2092|4.4|mALD|-2.232817|52.19482|Patrol commences along Hylton Road|Patrols commence Hylton Road|Patrol commences along Hylton Road|Community impact|||Flood Resiliance
2092|4.5|mALD|-2.232817|52.19482|Highways monitor surface water along Hylton Road|Surface water Hylton Road|Highway agency monitor surface water on Hylton Road|Community impact|||Flood Resiliance
7388|7.2|mAOD|0.040375|51.502776|INFO SDL Silvertown -|Defence level Silvertown|Statutory defence level for Silvertown|Community impact|||Flood Resiliance
7389|5.41|mAOD|-0.135753|51.499016|Statutory defence level at Westminster, for information|Defence level Westminster|Statutory defence level for Westminster|Community impact|||Flood Resiliance
7390|5.18|mALD|0.0307737|51.4900403|INFO SDL Charlton -|Defence level Charlton|Statutory defence level for Charlton|Community impact|||Flood Resiliance
7391|5.28|mAOD|-0.0788892|51.5073264|INFO SDL Tower Pier -|Defence level Tower Pier|Statutory defence level for Tower Pier|Community impact|||Flood Resiliance
7392|5.41|mAOD|-0.170037|51.4869429|INFO SDL Chelsea -|Defence level Chelsea|Statutory defence level for Chelsea|Community impact|||Flood Resiliance
7393|5.94|mAOD|-0.303742|51.461311|INFO SDL Richmond -|Defence level Richmond|Statutory defence level for Richmond|Community impact|||Flood Resiliance
9154|6.9|mAOD|0.174675|51.480818|Statutory defence level at Erith, for information|Defence level Erith|Statutory defence level for Erith|Community impact|||Flood Resiliance
3169|4.5|mALD|-5.2892099|50.0764833|Approximate Level of Loe Pool when pumping operation commenced on 20/12/2012.|Loe Pool pumping commenced|Level of Loe Pool when pumping commenced|Community impact|2012|December|Flood Resiliance
3169|4.78|mALD|-5.2892099|50.0764833|Level of Loe Pool when pumping operation commenced close to peak level.|Loe Pool pumping commenced|Level of Loe Pool when pumping commenced|Community impact|2009|December|Flood Resiliance
8169|3.663|mALD|-1.774255|54.40193|08/12/11 - Out of Bank at Caravan park, 0.5m from caravans.|Property flooding Richmond|Flooding to property at Richmond|Property Impact|2011|December|EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.663|mALD|-1.695196|54.387755|Out of bank at Swale view, properties protected by private defences|Property flooding Swale View|Flooding to property at Swale View, Colburn|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.868|mALD|-1.732908|54.403595|25/09/12 - 23 roads closed in the Richmond area|Flooding to roads Richmond|Flooding to roads in Richmond area|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.5|mALD|-1.776984|54.401313|River Swale Caravan Parks at Richmond and properties at Lownethwaite Bridge|Property flooding Lownethwaite Bridge|Flooding to property at Lownethwaite Bridge, Richmond|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.6|mALD|-1.732908|54.403595|Properties at Richmond are expected to flood at this level.|Property flooding Richmond|Flooding to property at Richmond|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8043|2.8|mALD|-1.649976|54.388683|"The A6136 road at Catterick Bridge is expected to flood at
2.95m.Properties are
expected to flood at 3.4m."|Flooding on A6136|Flooding on A6136 at Catterick Bridge|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8043|3.4|mALD|-1.650383|54.389184|Properties are expected to flood at 3.4m.|Property flooding Catterick Bridge|Flooding to property at Catterick Bridge, Richmond|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8043|3.4|mALD|-1.546606|54.363558|"Issue if Catterick Bridge is forecast to reach 3.4m. It is expected
that proeprties at Great Langton begin to flood at this level."|Property flooding Great Langton|Flooding to property at Great Langton, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.166|mALD|-1.623753|54.373069|"17 Jul 2009 - No properties flooded although water was in the back gardens of 4
properties along Oran Lane and Swale Pasture Lane. Flooding from Brough Beck,
measured level at 1.07m stage."|Property flooding Oran Lane|Flooding to gardens on Oran Lane, Catterick|Property Impact|2009|July|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.166|mALD|-1.625995|54.37703|"17 Jul 2009 - No properties flooded although water was in the back gardens of 4
properties along Oran Lane and Swale Pasture Lane. Flooding from Brough Beck,
measured level at 1.07m stage."|Property flooding Swale Pasture Lane|Flooding to gardens on Swale Pasture Lane, Catterick|Property Impact|2009|July|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.627588|54.377807|Jun 2007 - 45 properties flooded from the River Swale and Brough Beck.|Property flooding Catterick  |Flooding to properties at Catterick|Property Impact|2007|June|EMERGENCY RESPONSE PROCEDURES MANUAL
